integration_radius_cm,enclosed_count,enclosed_fraction,target_containment_fraction
0.4562772292583768,4917,0.1790083005679336,0.179
0.4573408232371482,4945,0.18002766855977864,0.18
0.45881628309680184,4972,0.18101063055191496,0.181
0.4603839934714557,5000,0.18202999854376,0.182
0.4616384284531745,5027,0.1830129605358963,0.183
0.46310910930958543,5055,0.18403232852774137,0.184
0.46490552140276264,5082,0.18501529051987767,0.185
0.46673430667840426,5110,0.18603465851172274,0.186
0.4680444750134763,5137,0.18701762050385903,0.187
0.4694031788893003,5164,0.18800058249599533,0.188
0.47130126518070514,5192,0.1890199504878404,0.189
0.4725547884896504,5219,0.1900029124799767,0.19
0.47377958886101146,5247,0.19102228047182176,0.191
0.47518403180602803,5274,0.19200524246395806,0.192
0.47644591391633107,5302,0.1930246104558031,0.193
0.47805223766467864,5329,0.19400757244793942,0.194
0.47953882639265727,5357,0.19502694043978447,0.195
0.4809811845513019,5384,0.1960099024319208,0.196
0.48260774321579586,5412,0.19702927042376583,0.197
0.4839735441225106,5439,0.19801223241590213,0.198
0.4853870526486838,5467,0.1990316004077472,0.199
0.4866742154107529,5494,0.2000145623998835,0.2
0.4878973656335471,5522,0.20103393039172857,0.201
0.48927247256832773,5549,0.20201689238386486,0.202
0.49128815102483436,5577,0.2030362603757099,0.203
0.4929133099994287,5604,0.20401922236784623,0.204
0.49447712801330307,5631,0.20500218435998252,0.205
0.4956980639793458,5659,0.2060215523518276,0.206
0.4970208135460674,5686,0.20700451434396389,0.207
0.49899754185295525,5714,0.20802388233580893,0.208
0.5002561737373185,5741,0.20900684432794525,0.209
0.5020318210371785,5769,0.2100262123197903,0.21
0.5032521957690508,5796,0.21100917431192662,0.211
0.5050353349412646,5824,0.21202854230377166,0.212
0.5068612179414442,5851,0.21301150429590796,0.213
0.5078600966555658,5879,0.21403087228775303,0.214
0.5099904804562071,5906,0.21501383427988932,0.215
0.5116889182580973,5934,0.2160332022717344,0.216
0.5127683388794645,5961,0.2170161642638707,0.217
0.5147191734756522,5989,0.21803553225571573,0.218
0.5162449244375795,6016,0.21901849424785205,0.219
0.5179335597418065,6043,0.22000145623998835,0.22
0.5193705166686593,6071,0.22102082423183342,0.221
0.5208482532169249,6098,0.2220037862239697,0.222
0.5221621241132328,6126,0.22302315421581476,0.223
0.5239862077134085,6153,0.22400611620795108,0.224
0.5250540895345303,6181,0.22502548419979612,0.225
0.5265314162837388,6208,0.22600844619193244,0.226
0.5282680089879296,6236,0.2270278141837775,0.227
0.5296460417293574,6263,0.22801077617591378,0.228
0.5312619008661513,6291,0.22903014416775885,0.229
0.5325515386632499,6318,0.23001310615989515,0.23
0.5338978006429429,6346,0.23103247415174022,0.231
0.5349604418130193,6373,0.2320154361438765,0.232
0.5363482879770035,6401,0.23303480413572156,0.233
0.5376369943125237,6428,0.23401776612785788,0.234
0.5389717818032366,6455,0.23500072811999417,0.235
0.5406204613107467,6483,0.23602009611183924,0.236
0.542251796850595,6510,0.23700305810397554,0.237
0.5434594209193098,6538,0.23802242609582058,0.238
0.5446342928527413,6565,0.2390053880879569,0.239
0.5456885955130771,6593,0.24002475607980195,0.24
0.5468561664816253,6620,0.24100771807193824,0.241
0.5489094823254523,6648,0.24202708606378331,0.242
0.5502830063287089,6675,0.2430100480559196,0.243
0.5519898063969012,6703,0.24402941604776468,0.244
0.5535085570711374,6730,0.24501237803990097,0.245
0.5551404991264289,6758,0.24603174603174602,0.246
0.5566396345687362,6785,0.24701470802388234,0.247
0.557894354321102,6813,0.24803407601572738,0.248
0.5590580225853115,6840,0.2490170380078637,0.249
0.5601766615589858,6867,0.25,0.25
0.5616424150753473,6895,0.25101936799184504,0.251
0.5627923868279153,6922,0.25200232998398137,0.252
0.5636822699832854,6950,0.2530216979758264,0.253
0.5654007227411709,6977,0.25400465996796273,0.254
0.5667164841535646,7005,0.2550240279598078,0.255
0.5682154998301783,7032,0.2560069899519441,0.256
0.5691526437568674,7060,0.25702635794378914,0.257
0.5705771022953374,7087,0.25800931993592546,0.258
0.5721811500372738,7115,0.2590286879277705,0.259
0.5737366539266664,7142,0.2600116499199068,0.26
0.5753026103031093,7170,0.2610310179117519,0.261
0.5764695333151019,7197,0.26201397990388814,0.262
0.5777746577792865,7225,0.26303334789573324,0.263
0.5793967732231986,7252,0.2640163098878695,0.264
0.5805970504557795,7280,0.2650356778797146,0.265
0.5815503783341096,7307,0.26601863987185087,0.266
0.5832003090702418,7334,0.2670016018639872,0.267
0.5848111653297619,7362,0.26802096985583224,0.268
0.5861293828087091,7389,0.26900393184796856,0.269
0.5876952007343643,7417,0.2700232998398136,0.27
0.5894212199637913,7444,0.2710062618319499,0.271
0.590699422804186,7472,0.27202562982379497,0.272
0.5921336753343515,7499,0.2730085918159313,0.273
0.5938229018898908,7527,0.27402795980777633,0.274
0.5950038084715632,7554,0.2750109217999126,0.275
0.5962408447630281,7582,0.2760302897917577,0.276
0.5976155761570968,7609,0.27701325178389397,0.277
0.5989081793651344,7637,0.27803261977573906,0.278
0.6006694765465816,7664,0.27901558176787533,0.279
0.6022167655578309,7692,0.2800349497597204,0.28
0.6036590542273689,7719,0.2810179117518567,0.281
0.6048022077081542,7746,0.282000873743993,0.282
0.6067118678096947,7774,0.28302024173583806,0.283
0.6083155313063303,7801,0.2840032037279744,0.284
0.6092532129013354,7829,0.28502257171981943,0.285
0.6104522774349146,7856,0.28600553371195575,0.286
0.6122080251744063,7884,0.2870249017038008,0.287
0.6136757282713207,7911,0.2880078636959371,0.288
0.6149730580970383,7939,0.28902723168778216,0.289
0.6161236591012746,7966,0.2900101936799184,0.29
0.6173590634102155,7994,0.2910295616717635,0.291
0.6186009922723196,8021,0.2920125236638998,0.292
0.6197242488541758,8049,0.2930318916557449,0.293
0.6215538926192666,8076,0.29401485364788116,0.294
0.6228842323445353,8104,0.2950342216397262,0.295
0.6240619761356919,8131,0.2960171836318625,0.296
0.6250954962745955,8158,0.29700014562399885,0.297
0.626262178539666,8186,0.2980195136158439,0.298
0.6276353569803623,8213,0.2990024756079802,0.299
0.6288299131756683,8241,0.30002184359982526,0.3
0.6302559627388885,8268,0.3010048055919616,0.301
0.6315911042363386,8296,0.3020241735838066,0.302
0.6334087813612224,8323,0.30300713557594294,0.303
0.6348290571616857,8351,0.304026503567788,0.304
0.6363811482400221,8378,0.30500946555992425,0.305
0.6381282352782824,8406,0.30602883355176935,0.306
0.6398600941594212,8433,0.3070117955439056,0.307
0.6410954149515716,8461,0.3080311635357507,0.308
0.6429510236477264,8488,0.309014125527887,0.309
0.6441551400910668,8516,0.31003349351973203,0.31
0.645500965469575,8543,0.31101645551186835,0.311
0.6468365669509009,8571,0.3120358235037134,0.312
0.6480560141863287,8598,0.3130187854958497,0.313
0.6494076919721478,8625,0.31400174748798604,0.314
0.6507660098848992,8653,0.3150211154798311,0.315
0.6520412505640675,8680,0.3160040774719674,0.316
0.6539918039077813,8708,0.31702344546381245,0.317
0.6555903401761014,8735,0.3180064074559487,0.318
0.6571130193613596,8763,0.3190257754477938,0.319
0.6582171863341172,8790,0.3200087374399301,0.32
0.6591957799430551,8818,0.3210281054317752,0.321
0.6606839809808925,8845,0.32201106742391145,0.322
0.6624279481986486,8873,0.3230304354157565,0.323
0.6635589537079633,8900,0.3240133974078928,0.324
0.6645037184749495,8928,0.32503276539973786,0.325
0.665865013734827,8955,0.3260157273918742,0.326
0.667193612063791,8983,0.3270350953837192,0.327
0.6684948667632972,9010,0.32801805737585554,0.328
0.6697029397979671,9037,0.32900101936799186,0.329
0.6712353530140206,9065,0.3300203873598369,0.33
0.6725688480763777,9092,0.33100334935197323,0.331
0.6739686277906033,9120,0.3320227173438183,0.332
0.675101403444268,9147,0.33300567933595454,0.333
0.6765061740048753,9175,0.33402504732779964,0.334
0.6774264881807314,9202,0.3350080093199359,0.335
0.6789052777936666,9230,0.336027377311781,0.336
0.6803459503488637,9257,0.3370103393039173,0.337
0.681886991616712,9285,0.3380297072957623,0.338
0.6833532605503612,9312,0.33901266928789864,0.339
0.6847152032596568,9340,0.3400320372797437,0.34
0.6861777684483525,9367,0.34101499927188,0.341
0.687415064627112,9395,0.34203436726372505,0.342
0.6887690936689969,9422,0.34301732925586137,0.343
0.690211358391822,9449,0.3440002912479977,0.344
0.6917045837160675,9477,0.34501965923984274,0.345
0.6929793148225584,9504,0.34600262123197906,0.346
0.6941235646576883,9532,0.3470219892238241,0.347
0.6952734796231604,9559,0.34800495121596037,0.348
0.6963569080995586,9587,0.34902431920780547,0.349
0.6971709431349262,9614,0.35000728119994173,0.35
0.698556809255611,9642,0.35102664919178683,0.351
0.7000213459867038,9669,0.3520096111839231,0.352
0.702272432837111,9697,0.35302897917576814,0.353
0.7033091373875144,9724,0.35401194116790446,0.354
0.7054274341568127,9752,0.3550313091597495,0.355
0.7070762595333542,9779,0.35601427115188583,0.356
0.7086606226802815,9807,0.3570336391437309,0.357
0.7096761580475562,9834,0.3580166011358672,0.358
0.711300937308868,9862,0.35903596912771224,0.359
0.7128350226006267,9889,0.36001893111984856,0.36
0.7142691841856258,9916,0.36100189311198483,0.361
0.7155874762708668,9944,0.3620212611038299,0.362
0.7168334471395387,9971,0.3630042230959662,0.363
0.7185559939689831,9999,0.3640235910878113,0.364
0.7202899371937195,10026,0.36500655307994756,0.365
0.7218602390010395,10054,0.3660259210717926,0.366
0.7230015797236803,10081,0.3670088830639289,0.367
0.7251411545772234,10109,0.36802825105577397,0.368
0.726634510050573,10136,0.3690112130479103,0.369
0.7285668702098654,10164,0.37003058103975534,0.37
0.7298695523780658,10191,0.37101354303189166,0.371
0.7319057571523064,10219,0.3720329110237367,0.372
0.7334761405006263,10246,0.373015873015873,0.373
0.7350238667693295,10274,0.37403524100771807,0.374
